Team, Player, Attacking, Offensive Awareness, Finishing, Kicking Power, Weak Foot Usage, Weak Foot Acc., LWF, SS, CF, RWF, LMF, DMF, CMF, AMF, RMF, LB, CB, RB, GK, Position, Age, Stronger Foot, Height, Weight, Dribbling, Ball Control, Tight Possession, Balance, Defending, Heading, Jump, Defensive Awareness, Ball Winning, Aggression, Passing, Low Pass, Lofted Pass, Place Kicking, Curl, Physicality, Speed, Acceleration, Physical Contact, Stamina, Form, Injury Resistance, Goalkeeping, GK Awareness, GK Catching, GK Clearing, GK Reflexes, GK Reach
dinamo-moskva, g-morozov, 62.0, 61.0, 53.0, 73.0, 2.0, 3.0, 71.0, 71.0, 66.0, 71.0, 72.0, 74.0, 72.0, 69.0, 72.0, 75.0, 73.0, 75.0, 40.0, 2.0, 25.0, 1.0, 183.0, 74.0, 71.0, 73.0, 67.0, 68.0, 75.0, 75.0, 75.0, 72.0, 76.0, 75.0, 68.0, 73.0, 73.0, 61.0, 66.0, 78.0, 81.0, 75.0, 75.0, 79.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, i-kalinin, 68.0, 69.0, 55.0, 80.0, 1.0, 2.0, 67.0, 66.0, 63.0, 67.0, 67.0, 69.0, 66.0, 65.0, 67.0, 69.0, 67.0, 69.0, 40.0, 2.0, 24.0, -1.0, 185.0, 75.0, 63.0, 65.0, 60.0, 62.0, 69.0, 72.0, 72.0, 67.0, 60.0, 73.0, 72.0, 71.0, 73.0, 72.0, 70.0, 75.0, 77.0, 71.0, 73.0, 77.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, k-rausch, 67.0, 69.0, 52.0, 80.0, 1.0, 3.0, 73.0, 72.0, 68.0, 73.0, 74.0, 75.0, 74.0, 71.0, 74.0, 75.0, 69.0, 75.0, 40.0, 2.0, 29.0, -1.0, 182.0, 78.0, 71.0, 75.0, 66.0, 70.0, 67.0, 70.0, 67.0, 67.0, 62.0, 68.0, 74.0, 78.0, 76.0, 70.0, 72.0, 78.0, 82.0, 76.0, 74.0, 81.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, s-parshivlyuk, 66.0, 70.0, 57.0, 71.0, 2.0, 3.0, 71.0, 71.0, 68.0, 71.0, 71.0, 72.0, 71.0, 69.0, 71.0, 74.0, 70.0, 74.0, 40.0, 2.0, 30.0, 1.0, 180.0, 75.0, 72.0, 74.0, 68.0, 67.0, 72.0, 67.0, 75.0, 72.0, 71.0, 73.0, 65.0, 73.0, 70.0, 55.0, 60.0, 77.0, 79.0, 75.0, 73.0, 82.0, 5.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, c-kabore, 66.0, 60.0, 60.0, 77.0, 2.0, 2.0, 74.0, 74.0, 70.0, 74.0, 75.0, 79.0, 77.0, 74.0, 75.0, 80.0, 78.0, 80.0, 40.0, 3.0, 31.0, 1.0, 182.0, 78.0, 70.0, 74.0, 67.0, 70.0, 77.0, 72.0, 73.0, 80.0, 81.0, 80.0, 73.0, 81.0, 80.0, 62.0, 70.0, 79.0, 78.0, 74.0, 83.0, 81.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, a-yusupov, 69.0, 69.0, 57.0, 80.0, 2.0, 3.0, 74.0, 74.0, 69.0, 74.0, 74.0, 77.0, 76.0, 74.0, 74.0, 76.0, 70.0, 76.0, 40.0, 4.0, 30.0, 1.0, 180.0, 73.0, 73.0, 76.0, 69.0, 72.0, 70.0, 65.0, 58.0, 73.0, 75.0, 77.0, 75.0, 82.0, 80.0, 63.0, 75.0, 74.0, 74.0, 76.0, 65.0, 81.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, o-hiljemark, 75.0, 76.0, 69.0, 79.0, 2.0, 3.0, 76.0, 76.0, 75.0, 76.0, 76.0, 77.0, 75.0, 75.0, 76.0, 78.0, 73.0, 78.0, 40.0, 4.0, 27.0, 1.0, 184.0, 73.0, 75.0, 73.0, 72.0, 63.0, 72.0, 70.0, 70.0, 71.0, 70.0, 78.0, 68.0, 74.0, 74.0, 60.0, 63.0, 80.0, 80.0, 77.0, 79.0, 84.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, a-sosnin, 67.0, 67.0, 57.0, 78.0, 2.0, 3.0, 68.0, 67.0, 65.0, 68.0, 67.0, 69.0, 67.0, 66.0, 67.0, 70.0, 68.0, 70.0, 40.0, 4.0, 29.0, 1.0, 178.0, 72.0, 73.0, 71.0, 65.0, 65.0, 71.0, 69.0, 75.0, 71.0, 72.0, 70.0, 65.0, 68.0, 64.0, 63.0, 65.0, 71.0, 73.0, 69.0, 65.0, 77.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, v-grulev, 65.0, 61.0, 64.0, 71.0, 2.0, 3.0, 69.0, 69.0, 66.0, 69.0, 68.0, 69.0, 68.0, 68.0, 68.0, 69.0, 65.0, 69.0, 40.0, 4.0, 20.0, 1.0, 189.0, 81.0, 72.0, 74.0, 70.0, 70.0, 63.0, 77.0, 71.0, 52.0, 53.0, 62.0, 70.0, 70.0, 67.0, 70.0, 72.0, 75.0, 77.0, 75.0, 79.0, 70.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, s-szymanski, 70.0, 67.0, 65.0, 79.0, 1.0, 3.0, 75.0, 75.0, 71.0, 75.0, 75.0, 74.0, 74.0, 74.0, 75.0, 72.0, 62.0, 72.0, 40.0, 5.0, 20.0, -1.0, 174.0, 60.0, 79.0, 77.0, 81.0, 78.0, 57.0, 60.0, 62.0, 51.0, 54.0, 59.0, 78.0, 75.0, 72.0, 82.0, 84.0, 74.0, 77.0, 82.0, 60.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, m-philipp, 79.0, 77.0, 75.0, 84.0, 3.0, 3.0, 78.0, 78.0, 76.0, 78.0, 77.0, 74.0, 74.0, 76.0, 77.0, 76.0, 66.0, 76.0, 40.0, 6.0, 25.0, 1.0, 183.0, 76.0, 81.0, 77.0, 76.0, 81.0, 60.0, 60.0, 71.0, 56.0, 54.0, 60.0, 67.0, 71.0, 65.0, 70.0, 63.0, 80.0, 85.0, 84.0, 69.0, 80.0, 5.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, joaozinho, 73.0, 73.0, 68.0, 78.0, 2.0, 3.0, 77.0, 77.0, 73.0, 77.0, 77.0, 75.0, 75.0, 75.0, 77.0, 74.0, 61.0, 74.0, 40.0, 6.0, 31.0, -1.0, 166.0, 61.0, 78.0, 77.0, 81.0, 83.0, 56.0, 61.0, 65.0, 46.0, 45.0, 61.0, 75.0, 76.0, 78.0, 74.0, 73.0, 77.0, 83.0, 87.0, 61.0, 78.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, miguel-cardoso, 71.0, 70.0, 67.0, 75.0, 3.0, 4.0, 73.0, 72.0, 69.0, 73.0, 73.0, 71.0, 71.0, 71.0, 73.0, 71.0, 60.0, 71.0, 40.0, 6.0, 25.0, 1.0, 176.0, 74.0, 80.0, 77.0, 75.0, 77.0, 56.0, 60.0, 61.0, 51.0, 50.0, 57.0, 69.0, 72.0, 69.0, 65.0, 70.0, 77.0, 82.0, 81.0, 64.0, 79.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, k-panchenko, 78.0, 77.0, 73.0, 84.0, 2.0, 3.0, 74.0, 74.0, 74.0, 74.0, 72.0, 72.0, 71.0, 73.0, 72.0, 70.0, 63.0, 70.0, 40.0, 5.0, 30.0, 1.0, 185.0, 80.0, 73.0, 79.0, 70.0, 62.0, 58.0, 78.0, 67.0, 43.0, 46.0, 57.0, 72.0, 74.0, 71.0, 71.0, 72.0, 77.0, 80.0, 77.0, 75.0, 75.0, 7.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, c-n-jie, 79.0, 79.0, 77.0, 80.0, 1.0, 2.0, 79.0, 78.0, 76.0, 79.0, 77.0, 74.0, 73.0, 75.0, 77.0, 76.0, 66.0, 76.0, 40.0, 6.0, 26.0, 1.0, 175.0, 68.0, 75.0, 72.0, 68.0, 80.0, 59.0, 65.0, 75.0, 52.0, 50.0, 55.0, 68.0, 73.0, 68.0, 63.0, 69.0, 83.0, 94.0, 93.0, 67.0, 78.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, s-igboun, 78.0, 80.0, 77.0, 76.0, 1.0, 2.0, 79.0, 79.0, 78.0, 79.0, 78.0, 76.0, 76.0, 78.0, 78.0, 77.0, 70.0, 77.0, 40.0, 6.0, 29.0, 1.0, 173.0, 73.0, 81.0, 76.0, 77.0, 78.0, 65.0, 78.0, 84.0, 52.0, 45.0, 67.0, 66.0, 74.0, 67.0, 64.0, 60.0, 82.0, 86.0, 88.0, 71.0, 82.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, n-obolski, 73.0, 73.0, 70.0, 75.0, 2.0, 3.0, 64.0, 63.0, 64.0, 64.0, 61.0, 62.0, 60.0, 62.0, 61.0, 62.0, 59.0, 62.0, 40.0, 6.0, 22.0, -1.0, 186.0, 82.0, 65.0, 67.0, 60.0, 62.0, 58.0, 71.0, 69.0, 55.0, 45.0, 52.0, 61.0, 65.0, 57.0, 62.0, 61.0, 72.0, 73.0, 67.0, 75.0, 73.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, r-sheidaev, 73.0, 74.0, 74.0, 72.0, 2.0, 2.0, 67.0, 66.0, 68.0, 67.0, 64.0, 64.0, 63.0, 65.0, 64.0, 64.0, 59.0, 64.0, 40.0, 6.0, 23.0, 1.0, 187.0, 77.0, 73.0, 68.0, 72.0, 66.0, 59.0, 67.0, 70.0, 45.0, 50.0, 62.0, 63.0, 65.0, 60.0, 62.0, 65.0, 73.0, 69.0, 74.0, 79.0, 68.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, s-kritsyuk, 53.0, 40.0, 40.0, 79.0, 3.0, 3.0, 57.0, 57.0, 51.0, 57.0, 58.0, 63.0, 60.0, 55.0, 58.0, 64.0, 64.0, 64.0, 78.0, 1.0, 29.0, 1.0, 192.0, 88.0, 50.0, 58.0, 48.0, 58.0, 64.0, 72.0, 83.0, 64.0, 49.0, 53.0, 61.0, 67.0, 74.0, 51.0, 53.0, 73.0, 69.0, 64.0, 87.0, 72.0, 4.0, 2.0, 83.0, 85.0, 80.0, 85.0, 85.0, 81.0
krasnodar, d-adamov, 54.0, 42.0, 40.0, 79.0, 2.0, 2.0, 48.0, 48.0, 44.0, 48.0, 48.0, 51.0, 48.0, 46.0, 48.0, 52.0, 54.0, 52.0, 61.0, 1.0, 21.0, 1.0, 193.0, 80.0, 49.0, 50.0, 46.0, 62.0, 59.0, 70.0, 75.0, 49.0, 53.0, 47.0, 54.0, 58.0, 60.0, 53.0, 45.0, 65.0, 60.0, 58.0, 79.0, 61.0, 4.0, 2.0, 67.0, 67.0, 65.0, 64.0, 71.0, 70.0
krasnodar, m-safonov, 53.0, 40.0, 40.0, 80.0, 2.0, 2.0, 57.0, 57.0, 51.0, 57.0, 58.0, 62.0, 59.0, 55.0, 58.0, 63.0, 64.0, 63.0, 76.0, 1.0, 20.0, 1.0, 191.0, 82.0, 52.0, 60.0, 49.0, 64.0, 65.0, 70.0, 81.0, 66.0, 52.0, 58.0, 63.0, 68.0, 69.0, 53.0, 61.0, 70.0, 69.0, 67.0, 81.0, 62.0, 5.0, 2.0, 82.0, 84.0, 80.0, 80.0, 85.0, 82.0
krasnodar, s-eshchenko, 52.0, 42.0, 40.0, 74.0, 2.0, 2.0, 53.0, 53.0, 48.0, 53.0, 53.0, 57.0, 55.0, 52.0, 53.0, 57.0, 57.0, 57.0, 66.0, 1.0, 18.0, 1.0, 193.0, 88.0, 60.0, 62.0, 46.0, 62.0, 61.0, 70.0, 73.0, 65.0, 51.0, 47.0, 60.0, 67.0, 69.0, 50.0, 55.0, 66.0, 68.0, 58.0, 78.0, 61.0, 4.0, 2.0, 73.0, 71.0, 76.0, 72.0, 69.0, 78.0
krasnodar, a-sinitsyn, 51.0, 43.0, 42.0, 68.0, 2.0, 2.0, 55.0, 55.0, 51.0, 55.0, 55.0, 59.0, 57.0, 54.0, 55.0, 60.0, 62.0, 60.0, 74.0, 1.0, 31.0, 1.0, 196.0, 85.0, 61.0, 59.0, 46.0, 83.0, 64.0, 74.0, 83.0, 66.0, 52.0, 47.0, 57.0, 65.0, 61.0, 56.0, 46.0, 66.0, 64.0, 59.0, 75.0, 64.0, 4.0, 2.0, 81.0, 81.0, 79.0, 79.0, 82.0, 82.0
krasnodar, j-fjoluson, 62.0, 61.0, 56.0, 70.0, 2.0, 2.0, 66.0, 66.0, 65.0, 66.0, 66.0, 71.0, 68.0, 66.0, 66.0, 72.0, 74.0, 72.0, 40.0, 2.0, 30.0, -1.0, 191.0, 85.0, 63.0, 70.0, 60.0, 64.0, 77.0, 77.0, 77.0, 79.0, 75.0, 75.0, 67.0, 73.0, 66.0, 64.0, 63.0, 75.0, 71.0, 67.0, 85.0, 75.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, a-martynovich, 65.0, 59.0, 57.0, 79.0, 2.0, 2.0, 70.0, 70.0, 67.0, 70.0, 70.0, 77.0, 73.0, 70.0, 70.0, 78.0, 80.0, 78.0, 40.0, 2.0, 32.0, 1.0, 192.0, 83.0, 62.0, 67.0, 57.0, 73.0, 83.0, 85.0, 82.0, 84.0, 80.0, 84.0, 74.0, 79.0, 79.0, 63.0, 73.0, 76.0, 72.0, 67.0, 86.0, 80.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, u-spajic, 64.0, 61.0, 58.0, 73.0, 2.0, 2.0, 72.0, 72.0, 69.0, 72.0, 72.0, 77.0, 73.0, 71.0, 72.0, 78.0, 79.0, 78.0, 40.0, 2.0, 26.0, 1.0, 188.0, 82.0, 65.0, 71.0, 62.0, 69.0, 82.0, 83.0, 80.0, 83.0, 81.0, 84.0, 71.0, 78.0, 76.0, 61.0, 69.0, 77.0, 76.0, 73.0, 85.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, r-kambolov, 69.0, 67.0, 59.0, 80.0, 2.0, 3.0, 72.0, 72.0, 69.0, 72.0, 72.0, 76.0, 73.0, 71.0, 72.0, 77.0, 76.0, 77.0, 40.0, 2.0, 29.0, 1.0, 180.0, 79.0, 68.0, 70.0, 64.0, 68.0, 79.0, 75.0, 80.0, 77.0, 81.0, 82.0, 71.0, 75.0, 73.0, 67.0, 70.0, 74.0, 72.0, 69.0, 75.0, 80.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, c-ramirez, 69.0, 68.0, 61.0, 77.0, 3.0, 3.0, 77.0, 76.0, 71.0, 77.0, 77.0, 77.0, 77.0, 76.0, 77.0, 77.0, 67.0, 77.0, 40.0, 2.0, 25.0, -1.0, 174.0, 78.0, 78.0, 80.0, 75.0, 81.0, 65.0, 61.0, 68.0, 63.0, 68.0, 67.0, 74.0, 80.0, 78.0, 65.0, 73.0, 76.0, 81.0, 82.0, 60.0, 82.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, d-skopintsev, 66.0, 69.0, 53.0, 77.0, 2.0, 2.0, 74.0, 73.0, 68.0, 74.0, 74.0, 74.0, 74.0, 72.0, 74.0, 74.0, 68.0, 74.0, 40.0, 2.0, 22.0, -1.0, 176.0, 67.0, 76.0, 73.0, 72.0, 71.0, 66.0, 67.0, 56.0, 69.0, 71.0, 69.0, 70.0, 75.0, 77.0, 60.0, 69.0, 76.0, 83.0, 81.0, 65.0, 76.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, d-vlasov, 57.0, 53.0, 52.0, 65.0, 2.0, 3.0, 55.0, 55.0, 52.0, 55.0, 56.0, 55.0, 54.0, 53.0, 56.0, 57.0, 54.0, 57.0, 40.0, 2.0, 18.0, 1.0, 175.0, 66.0, 63.0, 61.0, 62.0, 65.0, 61.0, 61.0, 63.0, 56.0, 63.0, 62.0, 57.0, 58.0, 56.0, 55.0, 60.0, 68.0, 72.0, 74.0, 61.0, 64.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, n-markov, 60.0, 65.0, 45.0, 69.0, 2.0, 2.0, 66.0, 66.0, 60.0, 66.0, 67.0, 69.0, 67.0, 64.0, 67.0, 69.0, 64.0, 69.0, 40.0, 2.0, 34.0, 1.0, 178.0, 74.0, 67.0, 73.0, 65.0, 68.0, 68.0, 61.0, 67.0, 68.0, 73.0, 69.0, 67.0, 73.0, 68.0, 60.0, 68.0, 71.0, 75.0, 74.0, 63.0, 73.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, s-petrov, 68.0, 67.0, 60.0, 77.0, 2.0, 3.0, 74.0, 74.0, 70.0, 74.0, 75.0, 77.0, 75.0, 73.0, 75.0, 77.0, 71.0, 77.0, 40.0, 2.0, 28.0, 1.0, 175.0, 71.0, 73.0, 75.0, 71.0, 77.0, 70.0, 66.0, 67.0, 73.0, 72.0, 73.0, 72.0, 77.0, 77.0, 64.0, 71.0, 77.0, 81.0, 77.0, 68.0, 82.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, y-gazinskiy, 70.0, 68.0, 63.0, 79.0, 3.0, 3.0, 78.0, 78.0, 75.0, 78.0, 78.0, 83.0, 80.0, 78.0, 78.0, 82.0, 80.0, 82.0, 40.0, 4.0, 30.0, 1.0, 184.0, 75.0, 75.0, 78.0, 72.0, 70.0, 78.0, 81.0, 77.0, 82.0, 76.0, 75.0, 75.0, 84.0, 81.0, 61.0, 75.0, 79.0, 77.0, 75.0, 81.0, 84.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, k-olsson, 67.0, 67.0, 65.0, 70.0, 2.0, 3.0, 74.0, 74.0, 70.0, 74.0, 74.0, 75.0, 75.0, 74.0, 74.0, 74.0, 66.0, 74.0, 40.0, 4.0, 24.0, 1.0, 181.0, 69.0, 74.0, 77.0, 74.0, 70.0, 63.0, 61.0, 65.0, 65.0, 60.0, 64.0, 76.0, 79.0, 79.0, 76.0, 70.0, 75.0, 76.0, 79.0, 66.0, 80.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, m-kolomiytsev, 61.0, 61.0, 57.0, 64.0, 2.0, 2.0, 61.0, 61.0, 58.0, 61.0, 61.0, 61.0, 60.0, 60.0, 61.0, 61.0, 54.0, 61.0, 40.0, 4.0, 19.0, 1.0, 176.0, 65.0, 67.0, 71.0, 73.0, 67.0, 58.0, 60.0, 63.0, 51.0, 56.0, 59.0, 65.0, 68.0, 62.0, 63.0, 66.0, 69.0, 72.0, 75.0, 61.0, 66.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, m-fernandes, 76.0, 73.0, 72.0, 84.0, 4.0, 4.0, 82.0, 82.0, 80.0, 82.0, 81.0, 84.0, 81.0, 82.0, 81.0, 81.0, 73.0, 81.0, 40.0, 4.0, 33.0, 1.0, 176.0, 75.0, 84.0, 85.0, 81.0, 82.0, 68.0, 67.0, 73.0, 60.0, 73.0, 65.0, 83.0, 82.0, 80.0, 85.0, 84.0, 75.0, 74.0, 78.0, 75.0, 73.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, kaio-pantaleao, 68.0, 65.0, 60.0, 80.0, 1.0, 1.0, 71.0, 71.0, 68.0, 71.0, 70.0, 75.0, 73.0, 71.0, 70.0, 74.0, 74.0, 74.0, 40.0, 4.0, 24.0, 1.0, 183.0, 76.0, 72.0, 72.0, 71.0, 60.0, 78.0, 78.0, 81.0, 72.0, 75.0, 82.0, 71.0, 78.0, 75.0, 66.0, 64.0, 72.0, 67.0, 66.0, 78.0, 77.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, d-utkin, 70.0, 67.0, 68.0, 75.0, 2.0, 3.0, 72.0, 71.0, 69.0, 72.0, 71.0, 72.0, 71.0, 71.0, 71.0, 73.0, 69.0, 73.0, 40.0, 4.0, 20.0, -1.0, 182.0, 69.0, 73.0, 74.0, 71.0, 67.0, 70.0, 68.0, 72.0, 69.0, 68.0, 71.0, 65.0, 75.0, 72.0, 53.0, 60.0, 75.0, 78.0, 75.0, 73.0, 75.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, t-vilhena, 77.0, 74.0, 74.0, 83.0, 2.0, 2.0, 80.0, 80.0, 78.0, 80.0, 78.0, 81.0, 79.0, 79.0, 78.0, 81.0, 75.0, 81.0, 40.0, 4.0, 24.0, -1.0, 175.0, 73.0, 77.0, 78.0, 80.0, 82.0, 73.0, 65.0, 74.0, 67.0, 74.0, 85.0, 74.0, 78.0, 75.0, 70.0, 72.0, 77.0, 75.0, 78.0, 74.0, 82.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, v-claesson, 80.0, 80.0, 76.0, 83.0, 2.0, 3.0, 81.0, 81.0, 81.0, 81.0, 80.0, 82.0, 81.0, 81.0, 80.0, 80.0, 74.0, 80.0, 40.0, 4.0, 27.0, 1.0, 183.0, 79.0, 79.0, 82.0, 78.0, 79.0, 68.0, 75.0, 77.0, 63.0, 59.0, 67.0, 76.0, 79.0, 75.0, 73.0, 75.0, 79.0, 78.0, 77.0, 71.0, 88.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, d-stotskiy, 70.0, 67.0, 67.0, 75.0, 2.0, 3.0, 74.0, 74.0, 71.0, 74.0, 74.0, 76.0, 74.0, 74.0, 74.0, 75.0, 68.0, 75.0, 40.0, 4.0, 30.0, 1.0, 171.0, 63.0, 73.0, 73.0, 71.0, 75.0, 67.0, 68.0, 70.0, 65.0, 68.0, 64.0, 77.0, 77.0, 76.0, 79.0, 77.0, 75.0, 79.0, 81.0, 63.0, 77.0, 6.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, r-cabella, 78.0, 83.0, 76.0, 75.0, 2.0, 3.0, 83.0, 83.0, 80.0, 83.0, 81.0, 80.0, 80.0, 82.0, 81.0, 78.0, 65.0, 78.0, 40.0, 5.0, 29.0, 1.0, 171.0, 68.0, 85.0, 85.0, 86.0, 86.0, 57.0, 63.0, 63.0, 53.0, 51.0, 55.0, 79.0, 79.0, 78.0, 77.0, 80.0, 76.0, 80.0, 85.0, 60.0, 79.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, wanderson, 75.0, 75.0, 73.0, 76.0, 2.0, 3.0, 78.0, 78.0, 75.0, 78.0, 78.0, 75.0, 75.0, 77.0, 78.0, 73.0, 61.0, 73.0, 40.0, 6.0, 25.0, -1.0, 175.0, 66.0, 83.0, 80.0, 82.0, 81.0, 54.0, 64.0, 62.0, 43.0, 46.0, 55.0, 73.0, 77.0, 72.0, 69.0, 75.0, 78.0, 86.0, 87.0, 65.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, y-namli, 73.0, 74.0, 71.0, 74.0, 2.0, 2.0, 77.0, 77.0, 74.0, 77.0, 76.0, 77.0, 76.0, 76.0, 76.0, 74.0, 65.0, 74.0, 40.0, 6.0, 25.0, -1.0, 180.0, 69.0, 82.0, 78.0, 81.0, 77.0, 61.0, 64.0, 68.0, 58.0, 56.0, 57.0, 77.0, 77.0, 76.0, 76.0, 79.0, 74.0, 77.0, 80.0, 63.0, 74.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, m-suleymanov, 74.0, 75.0, 73.0, 74.0, 1.0, 3.0, 75.0, 75.0, 74.0, 75.0, 75.0, 72.0, 72.0, 74.0, 75.0, 71.0, 59.0, 71.0, 40.0, 6.0, 20.0, -1.0, 171.0, 69.0, 80.0, 80.0, 81.0, 80.0, 54.0, 63.0, 65.0, 42.0, 44.0, 55.0, 73.0, 75.0, 65.0, 73.0, 77.0, 76.0, 82.0, 87.0, 61.0, 72.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, ari, 80.0, 81.0, 78.0, 82.0, 2.0, 3.0, 77.0, 76.0, 78.0, 77.0, 74.0, 76.0, 74.0, 76.0, 74.0, 73.0, 67.0, 73.0, 40.0, 6.0, 34.0, 1.0, 180.0, 84.0, 76.0, 78.0, 73.0, 73.0, 62.0, 80.0, 71.0, 47.0, 45.0, 67.0, 72.0, 75.0, 71.0, 73.0, 69.0, 77.0, 78.0, 71.0, 82.0, 78.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, i-ignatyev, 78.0, 79.0, 75.0, 81.0, 2.0, 3.0, 75.0, 75.0, 75.0, 75.0, 73.0, 72.0, 71.0, 74.0, 73.0, 72.0, 66.0, 72.0, 40.0, 6.0, 20.0, 1.0, 180.0, 72.0, 74.0, 75.0, 72.0, 75.0, 60.0, 75.0, 71.0, 47.0, 47.0, 61.0, 67.0, 73.0, 62.0, 67.0, 65.0, 78.0, 83.0, 78.0, 77.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, s-mavlyanov, 67.0, 67.0, 65.0, 68.0, 1.0, 2.0, 59.0, 59.0, 58.0, 59.0, 59.0, 57.0, 56.0, 57.0, 59.0, 59.0, 54.0, 59.0, 40.0, 6.0, 19.0, 1.0, 180.0, 66.0, 68.0, 63.0, 64.0, 63.0, 60.0, 63.0, 67.0, 55.0, 56.0, 58.0, 60.0, 61.0, 56.0, 60.0, 62.0, 69.0, 74.0, 71.0, 61.0, 70.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, m-berg, 82.0, 83.0, 83.0, 79.0, 2.0, 3.0, 79.0, 78.0, 80.0, 79.0, 76.0, 77.0, 75.0, 78.0, 76.0, 75.0, 69.0, 75.0, 40.0, 6.0, 33.0, 1.0, 184.0, 85.0, 75.0, 80.0, 76.0, 74.0, 63.0, 80.0, 76.0, 50.0, 48.0, 63.0, 74.0, 74.0, 74.0, 78.0, 71.0, 76.0, 77.0, 76.0, 78.0, 73.0, 7.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krasnodar, a-gritsaenko, 54.0, 48.0, 50.0, 65.0, 2.0, 2.0, 58.0, 58.0, 54.0, 58.0, 60.0, 63.0, 60.0, 57.0, 60.0, 66.0, 68.0, 66.0, 40.0, 2.0, 24.0, 1.0, 187.0, 81.0, 57.0, 60.0, 62.0, 61.0, 75.0, 79.0, 77.0, 75.0, 71.0, 73.0, 60.0, 68.0, 63.0, 54.0, 55.0, 74.0, 73.0, 70.0, 80.0, 74.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
